country,product,date,price_wo_tax_forecast,price_with_tax_forecast,price_with_tax_lower80,price_with_tax_upper80
BE,euro95,2026-08-17,939.5469543041805,1867.441026205007,1814.2772535362806,1920.6047988737332
BE,euro95,2026-08-24,939.1448276667137,1867.03889956754,1808.1346736021378,1925.9431255329423
BE,euro95,2026-08-31,939.0187820398519,1866.9128539406784,1802.8749342944675,1930.9507735868892
BE,euro95,2026-09-07,932.3111669754214,1860.2052388762477,1791.443254036325,1928.9672237161708
BE,euro95,2026-09-14,932.2987830689693,1860.1928549697957,1787.0192275308268,1933.3664824087646
BE,euro95,2026-09-21,932.2949013632917,1860.188973264118,1782.8573667796582,1937.5205797485778
BE,euro95,2026-09-28,932.2936846519877,1860.187756552814,1778.911323801533,1941.4641893040953
BE,euro95,2026-10-05,923.2492056128951,1851.1432775137214,1766.105032109267,1936.1815229181761
BE,euro95,2026-10-12,923.2490860717469,1851.1431579725731,1762.5026683418173,1939.7836476033292
BE,euro95,2026-10-19,923.2490486018617,1851.143120502688,1759.0411876423195,1943.2450533630567
BE,diesel,2026-08-03,1167.1516719823935,2138.8644868584265,2101.31015285561,2176.418820861243
BE,diesel,2026-08-10,1167.1516719823935,2138.8644868584265,2087.088421906009,2190.640551810844
BE,diesel,2026-08-17,1167.1516719823935,2138.8644868584265,2076.005964751088,2201.723008965765
BE,diesel,2026-08-24,1167.1516719823935,2138.8644868584265,2066.603662748259,2211.125310968594
BE,diesel,2026-08-31,1167.1516719823935,2138.8644868584265,2058.2911686901743,2219.4378050266787
BE,diesel,2026-09-07,1166.3126911388395,2138.0255060148725,2049.92049764302,2226.130514386725
BE,diesel,2026-09-14,1166.3126911388395,2138.0255060148725,2042.9838025381039,2233.067209491641
BE,diesel,2026-09-21,1166.3126911388395,2138.0255060148725,2036.5200465590983,2239.5309654706466
BE,diesel,2026-09-28,1166.3126911388395,2138.0255060148725,2030.4439499799757,2245.6070620497694
BE,diesel,2026-10-05,1163.2338237758993,2134.9466386519325,2021.6142774374432,2248.278999866421
BE,diesel,2026-10-12,1163.2338237758993,2134.9466386519325,2016.1415167168352,2253.7517605870294
BE,diesel,2026-10-19,1163.2338237758993,2134.9466386519325,2010.90999125458,2258.9832860492843
BE,heating_oil,2026-08-03,1092.2074546518304,1346.1564166353014,1309.933538579001,1382.379294691602
BE,heating_oil,2026-08-10,1078.55609801836,1332.505060001831,1283.630627087171,1381.379492916491
BE,heating_oil,2026-08-17,1068.9405354126295,1322.8894973961005,1265.3271387765944,1380.4518560156068
BE,heating_oil,2026-08-24,1062.167652196171,1316.116614179642,1251.788718864127,1380.444509495157
BE,heating_oil,2026-08-31,1057.397058009987,1311.346019993458,1241.376818993303,1381.3152209936131
BE,heating_oil,2026-09-07,1054.9730425741675,1308.9220045576385,1234.0368675312127,1383.8071415840643
BE,heating_oil,2026-09-14,1052.606195222387,1306.555157205858,1227.2540566109217,1385.8562578007943
